Argument ID	Conclusion	Stance	Premise	Achievement	Power: dominance	Power: resources
A21444	We should ban missionary work	against	['missionary', 'work', 'helps', 'bring', 'medicine', 'and', 'food', 'to', 'areas', 'of', 'the', 'world', 'who', 'would', 'otherwise', 'suffer', 'without', 'it', 'we', 'have', 'a', 'duty', 'to', 'help', 'all', 'humans', 'no', 'matter', 'where', 'they', 'are']	0	1	0
A21475	We should ban private military companies	against	['private', 'military', 'companies', 'might', 'be', 'engaged', 'in', 'times', 'of', 'conflict', 'when', 'regular', 'national', 'military', 'service', 'is', 'not', 'eunough']	1	1	0
A22008	We should abolish capital punishment	against	['i', 'think', 'capital', 'punishment', 'is', 'useful', 'for', 'some', 'people', 'because', 'it', 'turns', 'them', 'into', 'better', 'people']	0	1	0
A22029	We should fight for the abolition of nuclear weapons	against	['nuclear', 'weapons', 'are', 'a', 'symbol', 'of', 'power', 'and', 'strength', 'that', 'can', 'prevent', 'other', 'countries', 'from', 'attacks', 'giving', 'us', 'a', 'place', 'as', 'a', 'world', 'power']	0	1	0
A22035	We should limit judicial activism	against	['some', 'laws', 'may', 'not', 'be', 'the', 'best', 'and', 'opinions', 'are', 'needed']	0	1	0
A22042	We should oppose collectivism	against	['In', 'a', 'collectivist', 'society', 'everyone', 'is', 'considerate', 'of', 'each', 'another', 'and', 'provides', 'support', 'to', 'one', 'another']	0	1	0
A22047	We should end the use of economic sanctions	against	['we', 'should', 'support', 'economic', 'sanctions', 'to', 'keep', 'others', 'from', 'violating', 'interests']	0	1	0
A22081	We should introduce compulsory voting	against	['if', 'it', 'against', 'their', 'will', 'people', 'will', 'choose', 'randomly', 'and', 'it', 'will', 'negate', 'the', 'choices', 'of', 'others']	0	1	0
A22154	We should fight for the abolition of nuclear weapons	against	['Nuclear', 'weapons', 'prevent', 'conflicts', 'from', 'dragging', 'onward', 'because', 'once', 'they', 'are', 'used', 'involved', 'countries', 'lose', 'the', 'motivation', 'to', 'continue', 'fighting', '(re:', 'Hiroshima', 'and', 'Nagasaki)']	0	1	0
A22167	We should ban the use of child actors	against	['without', 'child', 'actors', 'there', 'will', 'be', 'no', 'characters', 'for', 'actual', 'children', 'to', 'relate', 'to']	1	1	0
A22179	We should fight for the abolition of nuclear weapons	against	['they', 'are', 'a', 'valuable', 'deterrant', 'to', 'having', 'another', 'world', 'war']	0	1	0
A22185	We should fight for the abolition of nuclear weapons	against	['the', 'threat', 'of', 'mutually', 'assured', 'destruction', 'is', 'the', 'only', 'thing', 'that', 'keeps', 'democracy', 'safe', 'from', 'tin', 'pot', 'dictators', 'hence', 'we', 'need', 'to', 'keep', 'nuclear', 'weapons']	0	1	0
A22210	We should abolish the three-strikes laws	against	['the', 'three', 'strikes', 'law', 'teaches', 'criminals', 'you', 'will', 'no', 'longer', 'be', 'able', 'to', 'keep', 'committing', 'crimes', 'and', 'getting', 'away', 'with', 'it']	0	1	0
A22223	We should ban telemarketing	against	['telemarketing', 'can', 'help', 'companies', 'reach', 'a', 'wider', 'audience']	1	1	1
A22235	We should abolish the three-strikes laws	against	['three-strike', 'laws', 'give', 'a', 'clear', 'message', 'to', 'offenders', 'who', 'may', 'be', 'in', 'danger', 'of', 're-offending', 'that', 'doing', 'so', 'would', 'be', 'met', 'with', 'more', 'severity', 'than', 'their', 'first', 'offense', 'that', 'way', 'it', 'works', 'as', 'a', 'clear', 'deterent']	0	1	0
A22247	We should fight for the abolition of nuclear weapons	against	['mutually', 'assured', 'destruction', 'is', 'a', 'crucial', 'method', 'of', 'preventing', 'actual', 'conflict', 'and', 'disaster']	0	1	0
A22251	We should ban missionary work	against	['missionary', 'work', 'brings', 'aid', 'to', 'those', 'in', 'dire', 'circumstances', 'while', 'introducing', 'faith', 'into', 'the', 'lives', 'of', 'those', 'that', 'will', 'benefit', 'from', 'the', 'introductory', 'by', 'missionaries']	0	1	0
A22277	We should end the use of economic sanctions	against	['economic', 'sanctions', 'are', 'a', 'way', 'to', 'implement', 'sanctions', 'on', 'a', 'country', 'without', 'the', 'risks', 'of', 'military', 'intervention']	0	1	0
A22313	We should fight for the abolition of nuclear weapons	against	['Destroying', 'nuclear', 'bombs', 'would', 'work', 'to', 'a', 'nations', 'disadvantage', 'because', 'they', 'will', 'be', 'vulnerable', 'to', 'attacks']	0	1	0
A22314	We should adopt a multi-party system	against	['consensus', 'can', 'become', 'difficult', 'in', 'multi', 'party', 'systems']	1	1	0
A22333	We should limit judicial activism	against	['it', 'is', 'helpful', 'for', 'the', 'judiciary', 'to', 'take', 'public', 'action', 'should', 'they', 'wish', 'to', 'do', 'so', 'as', 'it', 'demonstrates', 'that', 'they', 'are', 'human']	0	1	0
A22345	We should ban cosmetic surgery for minors	against	['if', 'democrats', 'think', 'minors', 'should', 'be', 'allowed', 'to', 'vote', 'they', 'should', 'be', 'allowed', 'to', 'get', 'cosmetic', 'surgery', 'if', 'they', 'choose', 'to']	0	1	0
A22352	We should ban targeted killing	against	['targeted', 'killing', 'shouldnt', 'be', 'banned', 'if', 'its', 'used', 'in', 'the', 'right', 'context', 'as', 'in', 'the', 'case', 'of', 'terrorists', 'who', 'might', 'be', 'killing', 'innocent', 'people']	0	1	0
A22381	We should end mandatory retirement	against	['mandatory', 'retirement', 'is', 'necessarily', 'in', 'many', 'cases', 'to', 'force', 'someone', 'out', 'of', 'a', 'job', 'that', 'their', 'age', 'dictates', 'they', 'can', 'no', 'longer', 'do', 'appropriately']	1	1	0
A22394	We should ban private military companies	against	['i', 'think', 'that', 'we', 'shouldnt', 'ban', 'private', 'military', 'companies', 'for', 'national', 'security']	0	1	0
A22403	We should limit judicial activism	against	['every', 'judge', 'is', 'trusted', 'to', 'give', 'their', 'own', 'interpretation', 'of', 'the', 'constitution;', 'there', 'is', 'no', 'way', 'to', 'prevent', 'implicit', 'biases', 'from', 'coming', 'up', 'in', 'their', 'decisions']	0	1	0
A22417	We should legalize prostitution	against	['someone', 'could', 'be', 'swayed', 'into', 'the', 'profession', 'and', 'eventually', 'end', 'up', 'under', 'the', 'control', 'of', 'a', 'manager', 'or', 'pimp']	0	1	0
A22436	We should ban private military companies	against	['private', 'military', 'companies', 'can', 'be', 'useful', 'to', 'countries', 'who', 'do', 'not', 'have', 'their', 'own', 'military']	1	1	0
A22476	We should limit judicial activism	against	['many', 'laws', 'need', 'to', 'change', 'with', 'the', 'times', 'and', 'a', 'judge', 'is', 'in', 'a', 'better', 'position', 'than', 'our', 'elected', 'officials', 'to', 'accurately', 'and', 'fairly', 'review', 'those', 'laws']	1	1	0
A23003	We should adopt a multi-party system	against	['they', 'can', 'lead', 'to', 'too', 'much', 'indecision']	0	1	0
A23040	We should ban human cloning	against	['human', 'cloning', 'can', 'aid', 'in', 'research', 'for', 'medical', 'issues', 'as', 'well', 'as', 'preserving', 'the', 'continuation', 'of', 'humankind']	0	1	0
A23134	We should abolish capital punishment	against	['capital', 'punishment', 'disincentives', 'people', 'to', 'commit', 'crimes']	0	1	0
A23143	We should ban targeted killing	against	['targeted', 'killing', 'is', 'a', 'tool', 'to', 'prevent', 'mass', 'injuries', 'by', 'taking', 'out', 'one', 'particular', 'target']	1	1	0
A23201	We should limit judicial activism	against	['sometimes', 'politics', 'becomes', 'so', 'corrupt', 'and', 'untenable', 'that', 'the', 'only', 'way', 'to', 'make', 'change', 'in', 'the', 'country', 'is', 'through', 'judicial', 'activism']	0	1	0
A23204	We should fight for the abolition of nuclear weapons	against	['nuclear', 'weapons', 'are', 'effective', 'in', 'creating', 'a', 'stand-off', 'between', 'counties', 'that', 'have', 'them', 'this', 'can', 'result', 'in', 'less', 'people', 'dying']	0	1	0
A23206	We should abolish capital punishment	against	['Capital', 'punishment', 'incentivizes', 'criminals', 'to', 'work', 'with', 'and', 'confess', 'to', 'police', 'as', 'a', 'means', 'of', 'potentially', 'reducing', 'their', 'sentence', 'and', 'avoiding', 'death', 'even', 'if', 'ti', 'means', 'life', 'without', 'parole']	1	1	0
A23210	We should ban missionary work	against	['we', 'should', 'not', 'ban', 'missionary', 'work', 'because', 'otherwise', 'people', 'would', 'not', 'know', 'what', 'the', 'bible', 'means', 'they', 'may', 'not', 'ever', 'be', 'exposed', 'to', 'the', 'information', 'at', 'all', 'if', 'there', 'were', 'not', 'missionaries']	0	1	0
A23307	We should adopt a multi-party system	against	['more', 'parties', 'will', 'create', 'a', 'more', 'convoluted', 'political', 'system']	0	1	0
A23314	We should ban cosmetic surgery for minors	against	['bullying', 'and', 'insecurities', 'are', 'rampant', 'in', 'a', 'teenagers', 'world', 'it', 'has', 'very', 'serious', 'effects', 'if', 'a', 'little', 'bit', 'of', 'plastic', 'surgery', 'would', 'solve', 'this', 'it', 'should', 'be', 'allowed', 'its', 'worth', 'it', 'to', 'prevent', 'major', 'emotional', 'pain']	0	1	0
A23319	We should cancel pride parades	against	['We', 'should', 'not', 'cancel', 'pride', 'parades', 'as', 'they', 'provide', 'a', 'great', 'focal', 'point', 'to', 'celebrate', 'and', 'help', 'others', 'to', 'understand', 'the', 'diversity', 'of', 'society']	0	1	0
A23327	We should adopt a multi-party system	against	['multi-party', 'systems', 'lead', 'to', 'more', 'corruption', 'and', 'wasted', 'campaign', 'dollars']	1	1	0
A23339	We should fight for the abolition of nuclear weapons	against	['the', 'threat', 'of', 'nuclear', 'weapons', 'can', 'keep', 'some', 'of', 'the', 'more', 'radical', 'governments', 'in', 'check']	0	1	0
A23392	We should abolish the three-strikes laws	against	['The', 'three-strikes', 'law', 'gives', 'victims', 'peace', 'of', 'mind', 'that', 'the', 'person', 'who', 'perpetuated', 'a', 'crime', 'against', 'them', 'wont', 'one', 'day', 'return', 'and', 'harm', 'them', 'again']	0	1	0
A23406	We should ban cosmetic surgery for minors	against	['minors', 'should', 'have', 'a', 'choice', 'in', 'what', 'to', 'do', 'with', 'their', 'bodies']	0	1	0
A23410	We should fight for the abolition of nuclear weapons	against	['nuclear', 'weapons', 'are', 'important', 'in', 'the', 'fight', 'against', 'those', 'who', 'want', 'to', 'hurt', 'their', 'enemies']	0	1	0
A23428	We should ban missionary work	against	['missionary', 'work', 'is', 'important', 'as', 'it', 'brings', 'relgion', 'to', 'new', 'countries']	0	1	0
A23451	We should adopt a multi-party system	against	['a', 'multi-party', 'system', 'could', 'add', 'more', 'complexity', 'and', 'create', 'situations', 'where', 'issues', 'become', 'impossible', 'to', 'resolve']	0	1	0
A23452	We should ban targeted killing	against	['evil', 'has', 'penetrated', 'society', 'and', 'there', 'are', 'times', 'when', 'there', 'is', 'no', 'other', 'way', 'out', 'to', 'eradicate', 'it', 'than', 'to', 'resort', 'to', 'force', 'evil', 'can', 'not', 'be', 'overcome', 'with', 'discourses', 'it', 'is', 'necessary', 'to', 'fight', 'fire', 'with', 'fire']	0	1	0
A23455	We should abolish capital punishment	against	['Giving', 'a', 'killer', 'the', 'death', 'sentence', 'will', 'stop', 'them', 'doing', 'it', 'again']	0	1	0
A24044	We should ban human cloning	against	['human', 'cloning', 'could', 'lead', 'to', 'scientific', 'breakthroughs', 'that', 'could', 'solve', 'many', 'of', 'the', 'worlds', 'problems']	1	1	0
A24061	We should oppose collectivism	against	['sometimes', 'its', 'easier', 'to', 'get', 'ones', 'voice', 'across', 'if', 'the', 'voice', 'is', 'heard', 'as', 'a', 'group']	0	1	0
A24063	We should limit executive compensation	against	['there', 'should', 'not', 'be', 'a', 'limit', 'to', 'executive', 'compensation', 'they', 'deserve', 'to', 'be', 'compensated', 'based', 'on', 'the', 'profits', 'of', 'the', 'company']	1	1	1
A24066	We should end the use of economic sanctions	against	['by', 'imposing', 'economic', 'sanctions', 'against', 'a', 'country', 'you', 'will', 'force', 'them', 'to', 'change', 'the', 'way', 'they', 'are', 'doing', 'things', 'because', 'it', 'creates', 'a', 'hardship', 'for', 'the', 'citizens', 'who', 'will', 'in', 'turn', 'rebel', 'against', 'the', 'government']	0	1	0
A24099	We should abolish capital punishment	against	['the', 'punishment', 'should', 'be', 'equal', 'to', 'the', 'crime', 'it', 'also', 'might', 'deter', 'others', 'from', 'murder', 'if', 'they', 'know', 'they', 'will', 'lose', 'their', 'own', 'life']	0	1	0
A24180	We should abandon the use of school uniform	against	['school', 'uniforms', 'keep', 'school', 'from', 'becoming', 'a', 'fashion', 'show']	0	1	0
A24186	We should ban private military companies	against	['if', 'a', 'private', 'military', 'company', 'sends', 'its', 'employees', 'to', 'dangerous', 'places', 'then', 'it', 'saves', 'the', 'lives', 'of', 'soldiers', 'who', 'wont', 'be', 'sent', 'there']	0	1	0
A24208	We should ban targeted killing	against	['in', 'a', 'certain', 'way', 'the', 'selective', 'assassination', 'in', 'politics', 'is', 'beneficial', 'for', 'countries', 'that', 'have', 'this', 'as', 'a', 'means', 'to', 'alleviate', 'their', 'problems']	1	1	0
A24215	We should limit executive compensation	against	['High', 'executive', 'compensation', 'is', 'necessary', 'to', 'get', 'the', 'best', 'executives', 'for', 'your', 'company']	1	1	1
A24229	We should limit executive compensation	against	['executives', 'work', 'hard', 'for', 'their', 'companies', 'and', 'should', 'be', 'compensated', 'accordingly']	1	1	1
A24242	We should ban targeted killing	against	['we', 'shouldnt', 'ban', 'targeted', 'killing', 'because', 'it', 'is', 'a', 'legitimate', 'tool', 'in', 'foreign', 'wars', 'to', 'take', 'out', 'the', 'biggest', 'enemies', 'we', 'need', 'to', 'use', 'all', 'the', 'tools', 'available', 'to', 'us']	0	1	0
A24253	We should adopt libertarianism	against	['libertarianism', 'should', 'not', 'be', 'adopted', 'as', 'rules', 'are', 'needed', 'to', 'ensure', 'law', 'and', 'order', 'and', 'the', 'continued', 'status', 'quo']	0	1	0
A24262	We should end the use of economic sanctions	against	['without', 'the', 'use', 'of', 'economic', 'sanctions', 'a', 'country', 'has', 'very', 'little', 'way', 'of', 'objecting', 'to', 'another', 'countrys', 'actions', 'without', 'resorting', 'to', 'violence']	1	1	0
A24364	We should end the use of economic sanctions	against	['economic', 'sanctions', 'are', 'an', 'effective', 'way', 'to', 'limit', 'the', 'ability', 'of', 'corrupt', 'governments']	0	1	0
A24377	We should limit judicial activism	against	['judges', 'are', 'going', 'to', 'use', 'their', 'beliefs', 'to', 'interpret', 'laws', 'and', 'we', 'shouldnt', 'limit', 'that', 'once', 'they', 'are', 'elected', 'we', 'should', 'understand', 'their', 'views', 'before', 'electing', 'them']	0	1	0
A24381	We should ban telemarketing	against	['telemarketing', 'helps', 'introduce', 'customers', 'to', 'new', 'things', 'and', 'services', 'they', 'may', 'not', 'have', 'heard', 'of', 'had', 'they', 'not', 'been', 'prompted', 'into', 'the', 'subject']	1	1	0
A24392	We should fight for the abolition of nuclear weapons	against	['nuclear', 'weapons', 'keep', 'us', 'safe', 'without', 'ever', 'having', 'to', 'actually', 'use', 'them', 'ridding', 'us', 'of', 'them', 'would', 'leave', 'ourselves', 'open', 'to', 'attack', 'in', 'other', 'ways', 'best', 'to', 'keep', 'them']	0	1	0
A24431	We should limit executive compensation	against	['by', 'the', 'time', 'people', 'are', 'at', 'executive', 'level', 'they', 'have', 'worked', 'long', 'and', 'hard', 'and', 'deserved', 'to', 'be', 'recompensed', 'for', 'their', 'work', 'and', 'ideas', 'at', 'a', 'fair', 'level']	1	1	1
A24456	We should ban telemarketing	against	['telemarketing', 'is', 'a', 'good', 'medium', 'for', 'businesses', 'to', 'use', 'to', 'expand', 'their', 'client', 'base', 'and', 'make', 'more', 'people', 'aware', 'of', 'their', 'company', 'and', 'products', 'thus', 'increasing', 'their', 'income']	1	1	1
A24468	We should abolish the right to keep and bear arms	against	['people', 'have', 'a', 'right', 'to', 'protect', 'themselves', 'with', 'weapons', 'especially', 'nowadays']	0	1	0
A24500	We should oppose collectivism	against	['collectivism', 'gives', 'one', 'voice', 'a', 'louder', 'voice', 'by', 'having', 'others', 'available', 'for', 'support']	0	1	0
A25010	We should end the use of economic sanctions	against	['the', 'only', 'way', 'to', 'send', 'a', 'strong', 'message', 'to', 'countries', 'who', 'are', 'danger', 'for', 'our', 'western', 'world', 'is', 'economic', 'sanctions', 'which', 'are', 'most', 'effective', 'and', 'successful']	1	1	0
A25024	We should legalize sex selection	against	['the', 'existence', 'of', 'the', 'human', 'being', 'on', 'the', 'earth', 'and', 'its', 'adaptation', 'and', 'ecological', 'domination', 'are', 'only', 'the', 'result', 'of', 'their', 'natural', 'destiny', 'for', 'which', 'the', 'selection', 'of', 'sex', 'should', 'not', 'be', 'legalized']	0	1	0
A25030	We should adopt libertarianism	against	['libertarianism', 'promotes', 'self', 'interest', 'and', 'not', 'that', 'of', 'society', 'as', 'a', 'whole']	0	1	0
A25107	We should ban private military companies	against	['we', 'should', 'not', 'ban', 'private', 'military', 'companies', 'as', 'a', 'person', 'should', 'have', 'the', 'right', 'if', 'they', 'can', 'afford', 'to', 'hire', 'such', 'companies', 'to', 'protect', 'them']	0	1	1
A25196	We should adopt libertarianism	against	['we', 'need', 'more', 'government', 'and', 'less', 'libertarianism']	0	1	0
A25374	We should subsidize journalism	against	['subsidizing', 'journalism', 'will', 'create', 'biased', 'reporting']	1	1	0
A25410	We should abolish capital punishment	against	['Capital', 'punishment', 'creates', 'space', 'for', 'potential', 'rehabilitation', 'without', 'prison', 'over-population']	1	1	0
A25415	We should end the use of economic sanctions	against	['economic', 'sanctions', 'have', 'a', 'measurable', 'impact;', 'if', 'that', 'impact', 'is', 'severe', 'enough', 'otherwise', 'reluctant', 'parties', 'may', 'agree', 'to', 'negotiations', 'in', 'order', 'to', 'find', 'relief']	0	1	0
A25423	We should ban private military companies	against	['private', 'military', 'companies', 'are', 'more', 'efficient', 'than', 'government', 'run']	1	1	0
A25480	We should limit judicial activism	against	['activist', 'judges', 'are', 'an', 'important', 'part', 'of', 'bringing', 'about', 'legislative', 'change']	0	1	0
A26008	We should fight for the abolition of nuclear weapons	against	['nuclear', 'weapons', 'should', 'not', 'be', 'abolished', 'because', 'they', 'provide', 'a', 'safety', 'net', 'rogue', 'nations', 'have', 'fear', 'of', 'the', 'power', 'of', 'nuclear', 'weapons']	0	1	0
A26028	We should adopt a multi-party system	against	['a', 'multiparty', 'system', 'would', 'be', 'too', 'decentralized']	0	1	0
A26048	We should introduce compulsory voting	against	['people', 'who', 'dont', 'want', 'to', 'vote', 'and', 'wont', 'take', 'it', 'seriously', 'should', 'not', 'be', 'forced', 'to', 'vote', 'because', 'they', 'will', 'vote', 'frivolously']	1	1	0
A26051	We should adopt libertarianism	against	['libertarianism', 'would', 'never', 'function', 'in', 'practice', 'due', 'to', 'the', 'ruling', 'government', 'having', 'all', 'its', 'authority', 'amputated', '-', 'chaos', 'and', 'disorder', 'would', 'reign', 'supreme']	0	1	0
A27003	We should abolish the three-strikes laws	against	['three-strikes', 'laws', 'can', 'act', 'as', 'a', 'deterrent', 'for', 'serial', 'criminal', 'behavior']	0	1	0
A27039	We should end the use of economic sanctions	against	['there', 'are', 'usually', 'totally', 'just', 'reasons', 'for', 'imposing', 'sanctions', 'those', 'reasons', 'could', 'be', 'political', 'or', 'even', 'sometimes', 'military', 'based', 'but', 'are', 'usually', 'done', 'for', 'the', 'greater', 'good', 'of', 'all']	0	1	0
A27045	We should abolish intellectual property rights	against	['people', 'have', 'a', 'right', 'to', 'protect', 'their', 'ip', 'from', 'larger', 'corporations', 'who', 'have', 'the', 'finances', 'to', 'exploit', 'other', 'peoples', 'ip', 'for', 'their', 'own', 'financial', 'gain']	1	1	1
A27051	We should fight for the abolition of nuclear weapons	against	['although', 'we', 'hope', 'never', 'to', 'use', 'them', 'we', 'need', 'to', 'keep', 'our', 'nuclear', 'weapons', 'as', 'a', 'deterrent', 'against', 'others', 'using', 'them', 'therefore', 'we', 'should', 'not', 'abolish', 'them']	0	1	0
A27061	We should fight for the abolition of nuclear weapons	against	['A', 'country', 'is', 'entitled', 'to', 'develop', 'any', 'weapon', 'that', 'will', 'help', 'it', 'defend', 'itself', 'against', 'an', 'enemy']	0	1	0
A27063	We should fight for the abolition of nuclear weapons	against	['nuclear', 'weapons', 'provide', 'a', 'worthy', 'deterent', 'to', 'states', 'who', 'would', 'otherwise', 'be', 'more', 'aggressive', 'and', 'pose', 'a', 'threat', 'to', 'others']	0	1	0
A27078	We should subsidize embryonic stem cell research	against	['there', 'are', 'other', 'avenues', 'of', 'stem', 'cell', 'research', 'that', 'do', 'not', 'require', 'the', 'highly', 'contentious', 'and', 'offensive', 'use', 'of', 'embryonic', 'cells']	0	1	0
A27090	We should ban telemarketing	against	['telemarketing', 'is', 'a', 'cost-effective', 'way', 'of', 'helping', 'businesses', 'reach', 'an', 'audience']	1	1	0
A27096	We should introduce compulsory voting	against	['compulsory', 'voting', 'would', 'only', 'cause', 'uneducated', 'votes', 'to', 'be', 'cast', 'and', 'not', 'be', 'a', 'real', 'benefit', 'to', 'the', 'country']	1	1	0
A27118	We should subsidize Wikipedia	against	['we', 'should', 'not', 'subsidize', 'wikipedia', 'because', 'the', 'information', 'contained', 'in', 'it', 'is', 'not', 'validated', 'if', 'published', 'information', 'is', 'going', 'to', 'be', 'subsidized', 'then', 'it', 'should', 'be', 'from', 'accredited', 'sources']	1	1	0
A27139	We should adopt a multi-party system	against	['Multiple-party', 'systems', 'often', 'have', 'candidates', 'with', 'radical', 'views', 'whereas', 'two-party', 'systems', 'tend', 'to', 'be', 'more', 'moderate']	0	1	0
A27155	We should adopt a multi-party system	against	['Minority', 'parties', 'have', 'too', 'much', 'power', 'A', 'winning', 'party', 'often', 'has', 'to', 'offer', 'concessions', 'to', 'small', 'minority', 'parties', 'in', 'order', 'to', 'form', 'a', 'government']	0	1	0
A27163	We should cancel pride parades	against	['pride', 'parades', 'are', 'important', 'for', 'gay', 'people', 'and', 'allow', 'them', 'to', 'get', 'their', 'message', 'across', 'to', 'the', 'wider', 'community']	0	1	0
A27187	We should fight for the abolition of nuclear weapons	against	['the', 'threat', 'of', 'nuclear', 'weapons', 'can', 'keep', 'bad', 'actors', 'from', 'doing', 'great', 'damage']	0	1	0
A27196	We should subsidize embryonic stem cell research	against	['we', 'should', 'not', 'subsidize', 'embryonic', 'stem', 'cell', 'research', 'because', 'doing', 'so', 'would', 'force', 'millions', 'to', 'pay', 'taxes', 'on', 'such', 'when', 'its', 'highly', 'against', 'their', 'religions']	0	1	1
A27199	We should end the use of economic sanctions	against	['economic', 'sanctions', 'are', 'a', 'good', 'way', 'to', 'get', 'things', 'to', 'happen', 'in', 'a', 'target', 'area']	1	1	0
A27234	We should abolish the three-strikes laws	against	['We', 'should', 'not', 'abolish', 'the', 'three-strikes', 'laws', 'in', 'all', 'cases', 'but', 'it', 'should', 'be', 'up', 'to', 'judicial', 'discretion', 'so', 'that', 'the', 'worst', 'criminal', 'are', 'off', 'the', 'streets']	0	1	0
A27315	We should abolish the right to keep and bear arms	against	['the', 'right', 'to', 'keep', 'and', 'bear', 'arms', 'is', 'fundamental', 'to', 'our', 'freedom', 'we', 'give', 'that', 'right', 'up', 'and', 'we', 'are', 'prisoners', 'to', 'the', 'government']	0	1	0
A27335	We should oppose collectivism	against	['We', 'should', 'support', 'collectivism', 'because', 'people', 'have', 'more', 'freedom', 'when', 'they', 'are', 'supported', 'in', 'their', 'choices', 'than', 'when', 'they', 'have', 'to', 'scramble', 'for', 'everything', 'on', 'their', 'own']	0	1	0
A27342	We should abolish the right to keep and bear arms	against	['abolishing', 'the', 'right', 'to', 'keep', 'and', 'bear', 'arms', 'would', 'put', 'all', 'innocent', 'people', 'at', 'risk', 'because', 'people', 'who', 'want', 'to', 'kill', 'will', 'find', 'a', 'way', 'to', 'do', 'so', 'and', 'innocent', 'people', 'will', 'be', 'defenseless']	0	1	0
A27353	We should end the use of economic sanctions	against	['economic', 'sanctions', 'help', 'end', 'bad', 'behaviors']	1	1	0
A27395	We should legalize cannabis	against	['we', 'shouldnt', 'legalize', 'cannabis', 'because', 'it', 'might', 'get', 'children', 'addicted', 'at', 'a', 'younger', 'age', 'if', 'its', 'easier', 'to', 'acquire']	0	1	0
A27428	We should subsidize student loans	against	['student', 'loans', 'shouldnt', 'be', 'subsidized', 'because', 'youre', 'limited', 'in', 'the', 'amount', 'that', 'you', 'can', 'borrow']	1	1	1
A27460	We should subsidize journalism	against	['journalism', 'subsidized', 'by', 'authoritarian', 'regimes', 'becomes', 'a', 'propaganda', 'machine', 'used', 'to', 'control', 'people', 'telling', 'them', 'what', 'to', 'think', 'and', 'spreading', 'lies', 'to', 'hide', 'totalitarian', 'regimes', 'abuses']	0	1	0
A27464	We should adopt libertarianism	against	['we', 'shouldnt', 'adopt', 'libertarianism', 'because', 'it', 'means', 'less', 'government', 'intervention', 'for', 'people', 'that', 'need', 'it', 'for', 'example', 'welfare']	0	1	0
A27465	We should limit judicial activism	against	['we', 'have', 'to', 'respect', 'the', 'view', 'of', 'judges', 'so', 'they', 'need', 'to', 'have', 'the', 'freedom', 'to', 'express', 'judicial', 'activism']	0	1	0
A28068	We should limit executive compensation	against	['an', 'owner', 'of', 'a', 'company', 'should', 'be', 'allowed', 'to', 'make', 'as', 'much', 'money', 'as', 'possible']	1	1	1
A28107	We should fight for the abolition of nuclear weapons	against	['Nuclear', 'weapon', 'maintenance', 'is', 'much', 'cheaper', 'than', 'keeping', 'up', 'traditional', 'weapons', 'and', 'infrastructure', 'of', 'war', 'so', 'we', 'should', 'keep', 'our', 'nuclear', 'weapons', 'in', 'order', 'to', 'maintain', 'the', 'current', 'deterrence', 'against', 'war', 'at', 'the', 'lowest', 'price', 'possible']	0	1	0
A28169	We should prohibit school prayer	against	['prayer', 'should', 'be', 'a', 'parental', 'decision', 'and', 'not', 'one', 'made', 'by', 'government', 'and', 'teachers']	0	1	0
